ID,parentID,nameID,scrutinizer,scrutinizerDate,referenceID,extinct,temporalRangeEnd,lifezone,kingdom,phylum,class,order,superfamily,family,subfamily,tribe,genus,species,remarks
1,,1,"Gielis, C. & Hobern, D.",2020-07-16,,false,Holocene,,Animalia,,,,,,,,,,
2,1,2,"Gielis, C. & Hobern, D.",2020-07-16,,false,Holocene,,Animalia,Arthropoda,,,,,,,,,
3,2,3,"Gielis, C. & Hobern, D.",2020-07-16,,false,Holocene,,Animalia,Arthropoda,,,,,,,,,
4,3,4,"Gielis, C. & Hobern, D.",2020-07-16,,false,Holocene,,Animalia,Arthropoda,,Lepidoptera,,,,,,,
7,4,7,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,,,,,,
8,7,8,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,,,
132,8,132,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,,
126,8,126,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Oxychirota,,
130,8,130,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Tineodes,,
30,8,30,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alinguata,,
28869,30,28869,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alinguata,Alinguata neblina,
28597,132,28597,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita hexadactyla,
453138,132,453138,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita aarviki,
453181,132,453181,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita abenahoensis,
28542,132,28542,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita acalles,
28543,132,28543,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita acalyptra,
28544,132,28544,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita acascaea,
28545,132,28545,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita acutata,
453161,132,453161,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita adriendenisi,
453109,132,453109,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita adzharica,
28546,132,28546,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita agapeta,
453133,132,453133,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita agassizi,
28547,132,28547,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita amalopis,
28548,132,28548,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita ancalopa,
28549,132,28549,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita anemolia,
28550,132,28550,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita anticoma,
453182,132,453182,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita aramsolkiensis,
28551,132,28551,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita argyrospodia,
28552,132,28552,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita arriguttii,
28553,132,28553,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita atomoclasta,
28554,132,28554,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita baihua,
650039,132,650039,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita bakingili,
650037,132,650037,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita bakweri,
28555,132,28555,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita baliochlora,
28556,132,28556,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita balioxantha,
28557,132,28557,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita beinongdai,
453154,132,453154,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita besongi,
28558,132,28558,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita bidentata,
650042,132,650042,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita bokwango,
453119,132,453119,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita brachyphimus,
28561,132,28561,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita bridarollii,
28562,132,28562,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita brunnea,
453117,132,453117,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita budashkini,
453118,132,453118,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita bulgaria,
28563,132,28563,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita butleri,
28564,132,28564,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita canariensis,
28565,132,28565,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita cancellata,
28566,132,28566,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita capensis,
28567,132,28567,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita certifica,
28568,132,28568,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita chloracta,
28569,132,28569,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita cinnerethella,
28570,132,28570,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita coffeina,
28571,132,28571,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita compsoxantha,
28572,132,28572,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita crococyma,
28573,132,28573,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita cyanophanes,
28574,132,28574,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita cymatodactyla,
28575,132,28575,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita cymographa,
453202,132,453202,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita danunciae,
28576,132,28576,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita debilella,
453184,132,453184,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita deboeri,
650036,132,650036,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita deja,
453185,132,453185,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita dejongi,
28579,132,28579,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita desmodactyla,
453186,132,453186,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita devosi,
28581,132,28581,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita dohertyi,
28588,132,28588,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita ectomesa,
28582,132,28582,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita entoprocta,
453150,132,453150,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita escobari,
28583,132,28583,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita eteoxantha,
28584,132,28584,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita eudactyla,
28585,132,28585,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita eudasys,
28586,132,28586,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita eurynephela,
28587,132,28587,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita euscripta,
28589,132,28589,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita ferruginea,
28590,132,28590,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita flavicincta,
453127,132,453127,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita flaviserta,
28591,132,28591,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita flavofascia,
28592,132,28592,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita fletcheriana,
453152,132,453152,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita fokami,
28593,132,28593,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita fumosa,
28594,132,28594,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita grammodactyla,
453169,28594,453169,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita grammodactyla,
28595,132,28595,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita habrophila,
453130,132,453130,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita helena,
28596,132,28596,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita hemicyclus,
28601,132,28601,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita hofmanni,
453129,132,453129,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita homotrocha,
28602,132,28602,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita huebneri,
28605,132,28605,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita hypocosma,
28606,132,28606,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita iberica,
28607,132,28607,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita idiocrossa,
28608,132,28608,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita illuminatrix,
28610,132,28610,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita iranensis,
453134,132,453134,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita iringiensis,
28611,132,28611,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita ischalea,
28614,132,28614,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita ithycypha,
650038,132,650038,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita jana,
453153,132,453153,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita janeceki,
28615,132,28615,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita japonica,
28616,132,28616,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita jujuyensis,
453156,132,453156,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita karadagica,
453157,132,453157,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita kazachstanica,
28603,132,28603,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita montana,
453158,132,453158,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita klimeschi,
453159,132,453159,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita kosterini,
454334,453159,454334,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita kosterini,
453188,132,453188,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita lackneri,
453162,132,453162,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita lalannei,
28617,132,28617,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita libraria,
453148,132,453148,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita lidiya,
28618,132,28618,"Gielis, C. & Hobern, D.",2020-07-17,,false,Holocene,terrestrial,Animalia,Arthropoda,,Lepidoptera,Alucitoidea,Alucitidae,,,Alucita,Alucita longipalpella,
